,delta_phi,effect
0,0.0,-0.13803535610466422
1,0.0001697216564735,-0.1381320084755885
2,0.000339443312947,-0.138224998706902
3,0.0005091649694205,-0.1383152261597546
4,0.000678886625894,-0.1384027701257572
5,0.0008486082823675,-0.13848762214180552
6,0.0010183299388411,-0.13857068258360603
7,0.0011880515953146,-0.13865007706558097
8,0.0013577732517881,-0.13872576829692987
9,0.0015274949082616,-0.1387996691398749
10,0.0016972165647351,-0.13887183980568407
11,0.0018669382212086,-0.13893946522724313
12,0.0020366598776822,-0.13900527953797684
13,0.0022063815341557,-0.13906837629931768
14,0.0023761031906292,-0.139128760666248
15,0.0025458248471027,-0.13918647480103938
16,0.0027155465035762,-0.13924235299962204
17,0.0028852681600497,-0.1392936115751631
18,0.0030549898167702,-0.13934316594456964
19,0.0032247114729968,-0.13938992502045688
20,0.0033944331297173,-0.1394340086005189
21,0.0035641547859438,-0.1394764093078089
22,0.0037338764426643,-0.13951428059837467
23,0.0039035980991378,-0.1395512259472346
24,0.0040733197556113,-0.13958360422464008
25,0.0042430414120848,-0.13961421444267566
26,0.0044127630685584,-0.13964216656809625
27,0.0045824847250319,-0.13966833637551457
28,0.0047522063815054,-0.1396900065245321
29,0.0049219280379789,-0.1397107727463284
30,0.0050916496944524,-0.13972700823683185
31,0.0052613713509259,-0.13974238584131568
32,0.0054310930073995,-0.13975423155104597
33,0.005600814663873,-0.1397634502884521
34,0.0057705363203465,-0.13976908416744438
35,0.00594025797682,-0.13977291187128166
36,0.0061099796332935,-0.13977490977932755
37,0.006279701289767,-0.13977334149523027
38,0.0064494229462406,-0.13976825391432357
39,0.0066191446027141,-0.13976227293054105
40,0.0067888662591876,-0.13975186494277092
41,0.0069585879156611,-0.13974058388681734
42,0.0071283095721346,-0.1397257630398002
43,0.0072980312288551,-0.13970739181827896
44,0.0074677528850817,-0.1396872322880741
45,0.0076374745418022,-0.13966443112186752
46,0.0078071961980287,-0.1396398971716619
47,0.0079769178547492,-0.13961097640306205
48,0.0081466395112227,-0.13958111799002748
49,0.0083163611676962,-0.1395468692621761
50,0.0084860828241697,-0.13951094141908127
51,0.0086558044806433,-0.13947233213597354
52,0.0088255261371168,-0.13943102286592857
53,0.0089952477935903,-0.13938803569874988
54,0.0091649694500638,-0.13934070765596637
55,0.0093346911065373,-0.1392924972220434
56,0.0095044127630108,-0.13923996706764855
57,0.0096741344194844,-0.13918562539437007
58,0.0098438560759579,-0.1391286781435258
59,0.0100135777324314,-0.1390691840204557
60,0.0101832993889049,-0.13900707332734852
61,0.0103530210453784,-0.13894232142635982
62,0.0105227427018519,-0.13887585681011824
63,0.0106924643583255,-0.13880597099076125
64,0.010862186014799,-0.13873260915496793
65,0.0110319076712725,-0.1386575641824166
66,0.011201629327746,-0.13857998052140671
67,0.0113713509842195,-0.1385005847708973
68,0.01154107264094,-0.13841695903100812
69,0.0117107942971666,-0.13833157926719813
70,0.0118805159538871,-0.138243578796009
71,0.0120502376101136,-0.13815393523603606
72,0.0122199592668341,-0.1380601322160932
73,0.0123896809233076,-0.1379645554056559
74,0.0125594025797811,-0.13786643254125439
75,0.0127291242362546,-0.13776662326159214
76,0.0128988458927282,-0.13766255051184234
77,0.0130685675492017,-0.1375567496820489
78,0.0132382892056752,-0.1374485073653546
79,0.0134080108621487,-0.13733856441630726
80,0.0135777325186222,-0.13722522930603853
81,0.0137474541750957,-0.13710941668947313
82,0.0139171758315693,-0.13699027978595382
83,0.0140868974880428,-0.13686945347918048
84,0.0142566191445163,-0.13674694599953416
85,0.0144263408009898,-0.13662028583657695
86,0.0145960624574633,-0.13649279276017784
87,0.0147657841139368,-0.13636124648791614
88,0.0149355057704104,-0.13622798469651876
89,0.0151052274268839,-0.13609296297570567
90,0.0152749490833574,-0.13595462793731547
91,0.0154446707398309,-0.13581308619497862
92,0.0156143923963044,-0.13566996833122383
93,0.0157841140530249,-0.13552439230641336
94,0.0159538357092515,-0.13537708249238492
95,0.0161235573659719,-0.13522572655483006
96,0.0162932790221985,-0.1350736089774284
97,0.016463000678919,-0.1349174309956518
98,0.0166327223353925,-0.13476033463530274
99,0.016802443991866,-0.13459920958646387
100,0.0169721656483395,-0.13443719473145813
101,0.017141887304813,-0.13427205593388952
102,0.0173116089612866,-0.13410372558169262
103,0.0174813306177601,-0.13393382611741622
104,0.0176510522742336,-0.13376152650003928
105,0.0178207739307071,-0.1335875686501739
106,0.0179904955871806,-0.13341042630082495
107,0.0181602172436541,-0.1332309280604528
108,0.0183299389001277,-0.13304826822925817
109,0.0184996605566012,-0.13286396283612315
110,0.0186693822130747,-0.1326781165530533
111,0.0188391038695482,-0.13248844583644803
112,0.0190088255260217,-0.13229785373209396
113,0.0191785471824952,-0.13210338619790965
114,0.0193482688389688,-0.1319073333041
115,0.0195179904954423,-0.13170961586134206
116,0.0196877121519158,-0.1315089086290759
117,0.0198574338083893,-0.1313051353629462
118,0.0200271554651098,-0.13109977872287115
119,0.0201968771213363,-0.1308927998949952
120,0.0203665987780568,-0.13068199335709108
121,0.0205363204342834,-0.13047047530388095
122,0.0207060420910039,-0.13025517167326453
123,0.0208757637474774,-0.13003900513947667
124,0.0210454854039509,-0.12981907736057943
125,0.0212152070604244,-0.12959760285339947
126,0.0213849287168979,-0.12937458092571588
127,0.0215546503733715,-0.12914859778289262
128,0.021724372029845,-0.12891963965497652
129,0.0218940936863185,-0.1286898636286863
130,0.022063815342792,-0.12845636808109415
131,0.0222335369992655,-0.12822203707401425
132,0.022403258655739,-0.1279847113211464
133,0.0225729803122126,-0.12774447672744216
134,0.0227427019686861,-0.12750280688317628
135,0.0229124236251596,-0.12725888539499772
136,0.0230821452816331,-0.12701344602492154
137,0.0232518669381066,-0.1267651053190693
138,0.0234215885945801,-0.12651459253441727
139,0.0235913102510537,-0.12626116305389853
140,0.0237610319075272,-0.12600620418002512
141,0.0239307535640007,-0.12574980121101398
142,0.0241004752204742,-0.12548987514932675
143,0.0242701968771947,-0.12522842123490427
144,0.0244399185334212,-0.12496471575636518
145,0.0246096401901417,-0.12469890108885902
146,0.0247793618463683,-0.12443168019261072
147,0.0249490835030888,-0.12416088724748103
148,0.0251188051595623,-0.12388937709816505
149,0.0252885268160358,-0.12361440766951724
150,0.0254582484725093,-0.12333802032419083
151,0.0256279701289828,-0.12305951677391244
152,0.0257976917854564,-0.12277888078513631
153,0.0259674134419299,-0.12249682091855599
154,0.0261371350984034,-0.12221128177312479
155,0.0263068567548769,-0.12192501657400522
156,0.0264765784113504,-0.12163533566104479
157,0.0266463000678239,-0.12134492708466788
158,0.0268160217242975,-0.12105179950014186
159,0.026985743380771,-0.1207559687147832
160,0.0271554650372445,-0.12045873695733367
161,0.027325186693718,-0.1201594249554089
162,0.0274949083501915,-0.11985873140469759
163,0.027664630006665,-0.1195553564816524
164,0.0278343516631386,-0.11924928731072139
165,0.0280040733196121,-0.11894192461990732
166,0.0281737949760856,-0.11863257672425565
167,0.0283435166325591,-0.1183218533613736
168,0.0285132382892796,-0.11800786573237447
169,0.0286829599455061,-0.1176931238067851
170,0.0288526816022266,-0.11737506014981722
171,0.0290224032584532,-0.11705634715934066
172,0.0291921249151737,-0.1167344159648613
173,0.0293618465716472,-0.11641122179121365
174,0.0295315682281207,-0.1160860923961695
175,0.0297012898845942,-0.11575956205074563
176,0.0298710115410677,-0.11542979494350673
177,0.0300407331975412,-0.1150988045162539
178,0.0302104548540148,-0.11476588128235192
179,0.0303801765104883,-0.1144316259875367
180,0.0305498981669618,-0.11409488573070645
181,0.0307196198234353,-0.11375630378094322
182,0.0308893414799088,-0.11341521877540064
183,0.0310590631363823,-0.11307342914639493
184,0.0312287847928559,-0.11272852408758259
185,0.0313985064493294,-0.11238234082476328
186,0.0315682281058029,-0.11203432336125645
187,0.0317379497622764,-0.1116844950993329
188,0.0319076714187499,-0.111332836564202
189,0.0320773930752235,-0.11097998633736737
190,0.032247114731697,-0.1106246866704584
191,0.0324168363881705,-0.11026688131586956
192,0.032586558044644,-0.10990782789640414
193,0.0327562797013645,-0.10954703439462933
194,0.032926001357591,-0.10918451100670236
195,0.0330957230143115,-0.10882018255085026
196,0.0332654446705381,-0.1084545839032837
197,0.0334351663272586,-0.10808601530653629
198,0.0336048879837321,-0.10771629415828313
199,0.0337746096402056,-0.10734483208683518
200,0.0339443312966791,-0.10697217661166851
201,0.0341140529531526,-0.10659661464023266
202,0.0342837746096261,-0.10622049742480649
203,0.0344534962660997,-0.10584154014827195
204,0.0346232179225732,-0.10546145355938104
205,0.0347929395790467,-0.10508022633634967
206,0.0349626612355202,-0.10469666987559721
207,0.0351323828919937,-0.10431084032283727
208,0.0353021045484672,-0.10392391384328135
209,0.0354718262049408,-0.10353527054622774
210,0.0356415478614143,-0.1031454916876002
211,0.0358112695178878,-0.10275302898078832
212,0.0359809911743613,-0.10235999379588324
213,0.0361507128308348,-0.10196414139930772
214,0.0363204344873083,-0.10156784959692604
215,0.0364901561437819,-0.10116931458397255
216,0.0366598778002554,-0.10076855297926778
217,0.0368295994567289,-0.1003668027204896
218,0.0369993211134494,-0.09996347890682038
219,0.0371690427696759,-0.09955908529406066
220,0.0373387644263964,-0.09915196923626926
221,0.037508486082623,-0.09874437029360039
222,0.0376782077393435,-0.09833418041615515
223,0.037847929395817,-0.0979229053196955
224,0.0380176510522905,-0.09751004279421872
225,0.038187372708764,-0.09709567299166308
226,0.0383570943652375,-0.09668028186108649
227,0.038526816021711,-0.09626228912195318
228,0.0386965376781846,-0.0958433381034075
229,0.0388662593346581,-0.09542287709688439
230,0.0390359809911316,-0.09500084794424792
231,0.0392057026476051,-0.09457728627194556
232,0.0393754243040786,-0.09415275534484245
233,0.0395451459605521,-0.0937258417347861
234,0.0397148676170257,-0.09329790004026614
235,0.0398845892734992,-0.09286841111622185
236,0.0400543109299727,-0.09243800635971829
237,0.0402240325864462,-0.09200516040637823
238,0.0403937542429197,-0.09157185349037024
239,0.0405634758993932,-0.09113615180329614
240,0.0407331975558668,-0.09069956632703974
241,0.0409029192123403,-0.09026156154849309
242,0.0410726408688138,-0.08982212060564411
243,0.0412423625255343,-0.08938127803487506
244,0.0414120841817608,-0.08893901799967749
245,0.0415818058384813,-0.0884953536579832
246,0.0417515274947079,-0.08805081263252569
247,0.0419212491514284,-0.0876038774512993
248,0.0420909708079019,-0.08715657172545198
249,0.0422606924643754,-0.08670701333921278
250,0.0424304141208489,-0.08625658181878092
251,0.0426001357773224,-0.08580485116236045
252,0.0427698574337959,-0.08535218821843374
253,0.0429395790902695,-0.08489776483407357
254,0.043109300746743,-0.08444158938896935
255,0.0432790224032165,-0.0839849865665012
256,0.04344874405969,-0.08352617416571988
257,0.0436184657161635,-0.08306701130884848
258,0.043788187372637,-0.08260611537976251
259,0.0439579090291105,-0.08214395160148653
260,0.0441276306855841,-0.08168007602985433
261,0.0442973523420576,-0.08121538013056386
262,0.0444670739985311,-0.08074986275090536
263,0.0446367956550046,-0.08028272025195958
264,0.0448065173114781,-0.07981440699794848
265,0.0449762389679516,-0.07934437661695723
266,0.0451459606244252,-0.07887353738205063
267,0.0453156822808987,-0.07840198497948578
268,0.0454854039376192,-0.07792841010546826
269,0.0456551255938457,-0.07745443854137084
270,0.0458248472505662,-0.07697841399750929
271,0.0459945689067927,-0.0765021037551222
272,0.0461642905635132,-0.07602379345110773
273,0.0463340122199868,-0.07554472113339487
274,0.0465037338764603,-0.07506448546190707
275,0.0466734555329338,-0.07458356298055714
276,0.0468431771894073,-0.07410073479033882
277,0.0470128988458808,-0.07361721597626189
278,0.0471826205023543,-0.07313298327499837
279,0.0473523421588279,-0.07264721203506129
280,0.0475220638153014,-0.07215987926429854
281,0.0476917854717749,-0.07167232226929696
282,0.0478615071282484,-0.0711829701546506
283,0.0480312287847219,-0.07069334619587025
284,0.0482009504411954,-0.07020215681888844
285,0.048370672097669,-0.06970947111757468
286,0.0485403937541425,-0.06921623362078258
287,0.048710115410616,-0.06872196103883901
288,0.0488798370670895,-0.06822700011061217
289,0.049049558723563,-0.06773067026838567
290,0.0492192803800365,-0.0672333732971283
291,0.0493890020365101,-0.06673466700941524
292,0.0495587236929836,-0.06623534877178072
