,delta_phi,effect
0,0.0,0.0
1,0.0001697216564735,-8.543808032109548e-06
2,0.000339443312947,-1.3088961986738812e-05
3,0.0005091649694205,-1.6812315261467178e-05
4,0.000678886625894,-1.9708860814415658e-05
5,0.0008486082823675,-2.1788940911109076e-05
6,0.0010183299388411,-2.6200000235167544e-05
7,0.0011880515953146,-2.6646438412490436e-05
8,0.0013577732517881,-2.3115754769263062e-05
9,0.0015274949082616,-2.1921515657150757e-05
10,0.0016972165647351,-2.303620984352461e-05
11,0.0018669382212086,-1.7068819138964493e-05
12,0.0020366598776822,-1.3443272899249017e-05
13,0.0022063815341557,-9.00970438888924e-06
14,0.0023761031906292,-3.749849424297395e-06
15,0.0025458248471027,2.3007379476784666e-06
16,0.0027155465035762,6.070052677541634e-06
17,0.0028852681600497,1.6859161284978753e-05
18,0.0030549898167702,2.5338874591258133e-05
19,0.0032247114729968,3.4630239099213903e-05
20,0.0033944331297173,4.473793182900435e-05
21,0.0035641547859438,5.2540643838258364e-05
22,0.0037338764426643,6.732918555738863e-05
23,0.0039035980991378,7.674781734433322e-05
24,0.0040733197556113,9.313250590060062e-05
25,0.0042430414120848,0.00010722833183325275
26,0.0044127630685584,0.00012211282778562334
27,0.0045824847250319,0.00013472476643500552
28,0.0047522063815054,0.00015427808780422064
29,0.0049219280379789,0.00016849197259360526
30,0.0050916496944524,0.0001896004535891138
31,0.0052613713509259,0.00020540330562600315
32,0.0054310930073995,0.00022506570044467596
33,0.005600814663873,0.00024549613650996316
34,0.0057705363203465,0.00026975776674281786
35,0.00594025797682,0.00029175506988304915
36,0.0061099796332935,0.00031150958300231197
37,0.006279701289767,0.00033509075533055837
38,0.0064494229462406,0.00036246621706064266
39,0.0066191446027141,0.00038457036961763314
40,0.0067888662591876,0.0004134744483372497
41,0.0069585879156611,0.00043716402156089215
42,0.0071283095721346,0.00046463739056988167
43,0.0072980312288551,0.0004958594207052782
44,0.0074677528850817,0.0005248626813458804
45,0.0076374745418022,0.0005546379647852431
46,0.0078071961980287,0.0005822279787721551
47,0.0079769178547492,0.0006165173045109228
48,0.0081466395112227,0.0006456429353434688
49,0.0083163611676962,0.0006814518422404057
50,0.0084860828241697,0.0007150793556810726
51,0.0086558044806433,0.000749454946339777
52,0.0088255261371168,0.0007845985793087671
53,0.0089952477935903,0.0008175663961743905
54,0.0091649694500638,0.000857167206739567
55,0.0093346911065373,0.0008916664274636278
56,0.0095044127630108,0.0009327784220548016
57,0.0096741344194844,0.0009717040507007158
58,0.0098438560759579,0.0010113923292426738
59,0.0100135777324314,0.0010518342361957212
60,0.0101832993889049,0.001093036786076049
61,0.0103530210453784,0.0011349863971612181
62,0.0105227427018519,0.001174798827996469
63,0.0106924643583255,0.001218236783124416
64,0.010862186014799,0.0012653185138289762
65,0.0110319076712725,0.0013102450483071845
66,0.011201629327746,0.0013559118983481246
67,0.0113713509842195,0.0013994717772222761
68,0.01154107264094,0.0014494928719322995
69,0.0117107942971666,0.001497391464595065
70,0.0118805159538871,0.0015460265856511693
71,0.0120502376101136,0.0015925444881612363
72,0.0122199592668341,0.001645493910875872
73,0.0123896809233076,0.0016963350554214714
74,0.0125594025797811,0.0017478997255306753
75,0.0127291242362546,0.0017973771902037717
76,0.0128988458927282,0.0018532191785281683
77,0.0130685675492017,0.001906973296766267
78,0.0132382892056752,0.0019614471750780613
79,0.0134080108621487,0.0020138540626881292
80,0.0135777325186222,0.0020697972668469204
81,0.0137474541750957,0.0021264508577865586
82,0.0139171758315693,0.00218658849491896
83,0.0140868974880428,0.002244669502861255
84,0.0142566191445163,0.0023007199234621875
85,0.0144263408009898,0.002362990924005777
86,0.0145960624574633,0.002420483176334913
87,0.0147657841139368,0.0024841668564420873
88,0.0149355057704104,0.002545823875342266
89,0.0151052274268839,0.002605449016722097
90,0.0152749490833574,0.002668518038507214
91,0.0154446707398309,0.0027350108777349823
92,0.0156143923963044,0.002799491556340991
93,0.0157841140530249,0.0028646624728343633
94,0.0159538357092515,0.0029278433882416756
95,0.0161235573659719,0.0029971225091933802
96,0.0162932790221985,0.003061727960019484
97,0.016463000678919,0.0031323802022848704
98,0.0166327223353925,0.0031983925150494497
99,0.016802443991866,0.0032704290769529367
