t,el1,el2
545,-0.42284802,-0.5450553
546,-0.16437137,-0.3415058
547,0.07784172,-0.14440405
548,0.31192458,0.05283848
549,0.5222882,0.22367908
550,0.71589637,0.39864868
551,0.8808839,0.5530011
552,1.0331846,0.6925613
553,1.1372161,0.79486006
554,1.2747545,0.9234229
555,1.370684,1.0211647
556,1.4284132,1.0902346
557,1.4960785,1.1638875
558,1.5527762,1.2183471
559,1.577008,1.2617103
560,1.6124176,1.2859883
561,1.6091954,1.2815751
562,1.5916333,1.308582
563,1.5800644,1.3160337
564,1.5408571,1.2923481
565,1.5112952,1.2830681
566,1.4508259,1.2506497
567,1.408807,1.219204
568,1.2350929,1.1657852
569,1.2628484,1.1146715
570,1.1716369,1.0510881
571,1.0897727,0.9931705
572,0.97462356,0.9128952
573,0.89464366,0.85013807
574,0.78493047,0.7639526
575,0.67693126,0.67739594
576,0.54382896,0.5935162
577,0.44787621,0.50283444
578,0.32244268,0.40613887
579,0.2015985,0.30707648
580,0.07583365,0.20242502
581,-0.05109791,0.10535091
582,-0.17842062,0.0007850447
583,-0.30998203,-0.1094917
584,-0.441225,-0.21792771
585,-0.5538018,-0.32415232
586,-0.70917463,-0.42836702
587,-0.8142082,-0.5227658
588,-0.93567497,-0.6354586
589,-1.0557194,-0.72753984
590,-1.1726547,-0.8318421
591,-1.2894216,-0.929688
592,-1.4034911,-1.0227436
593,-1.5189934,-1.1163319
594,-1.6049275,-1.219488
595,-1.7026231,-1.2884316
596,-1.7807661,-1.3573704
597,-1.8526815,-1.4225193
598,-1.8997042,-1.4738147
599,-1.933473,-1.5168109
600,-1.9452317,-1.5430821
601,-1.9212863,-1.5514834
602,-1.8798462,-1.5362947
603,-1.8042698,-1.5107636
604,-1.6750817,-1.4382148
605,-1.5278084,-1.3745632
606,-1.3248422,-1.2280467
607,-1.1029478,-1.0873615
608,-0.8560418,-0.9169201
609,-0.59580946,-0.7367138
610,-0.33019626,-0.54539835
611,-0.08154429,-0.3710043
612,0.14790443,-0.15831636
613,0.3869466,0.045170046
614,0.6055246,0.21280572
615,0.73410064,0.3765928
616,0.96124107,0.5164799
617,1.1078782,0.666563
618,1.2319645,0.78376603
619,1.3178558,0.8816336
620,1.4333959,0.99052
621,1.5049782,1.0647043
622,1.5609515,1.1136945
623,1.5470598,1.178836
624,1.6220404,1.2311279
625,1.6378481,1.2643325
626,1.6374106,1.2767968
627,1.6219006,1.2831273
628,1.6022111,1.2859194
629,1.5161501,1.2743711
630,1.4956537,1.2567506
631,1.4661928,1.2312081
632,1.3828702,1.1843634
633,1.3246808,1.1439831
634,1.2498366,1.1061703
635,1.1640753,1.0418148
636,1.0680016,0.9693503
637,0.96327233,0.9024974
638,0.8638723,0.8354441
639,0.7528458,0.74827766
640,0.6451373,0.67205656
641,0.5175564,0.5802251
642,0.39898637,0.48560193
643,0.28300595,0.40094733
644,0.15453577,0.28627738
645,0.031687602,0.19748141
646,-0.10042986,0.08552546
647,-0.22444035,-0.004611388
648,-0.34207153,-0.108718
649,-0.47897738,-0.20679617
650,-0.6068577,-0.31546155
651,-0.73870337,-0.4158574
652,-0.852944,-0.5141517
653,-0.9777958,-0.6181659
654,-1.1001289,-0.7188513
655,-1.2123243,-0.81142676
656,-1.330017,-0.9107282
657,-1.4400367,-1.001545
658,-1.5386982,-1.0938258
659,-1.6330593,-1.1992272
660,-1.7213837,-1.2554342
661,-1.8048939,-1.335094
662,-1.8659359,-1.3882033
663,-1.9185487,-1.4438823
664,-1.9437485,-1.4970315
665,-1.9412684,-1.5040792
666,-1.9264746,-1.5271373
667,-1.8845809,-1.5111593
668,-1.7846836,-1.4689838
669,-1.6867522,-1.4082003
670,-1.4938047,-1.3214554
671,-1.2852106,-1.196425
672,-1.0504936,-1.0614556
673,-0.794075,-0.8945423
674,-0.52639556,-0.7050857
675,-0.2607761,-0.5099759
676,-0.00809134,-0.33800504
677,0.26363775,-0.12444661
678,0.49218342,0.06715898
679,0.69718397,0.23856156
680,0.88444024,0.38272113
681,1.0563093,0.5266377
682,1.2004564,0.66381294
683,1.320393,0.79021186
684,1.4154899,0.86574715
685,1.5051491,0.97257614
686,1.5687133,1.0462638
687,1.6165098,1.1167336
688,1.6521173,1.1642083
689,1.6732409,1.2061282
690,1.6881706,1.2335027
691,1.6752763,1.256823
692,1.6605299,1.267445
693,1.6241666,1.2609676
694,1.5917994,1.2460859
695,1.5364603,1.2212542
696,1.480653,1.2020233
697,1.4117726,1.165976
698,1.333567,1.1150612
699,1.2461144,1.0505408
700,1.1543211,1.012584
701,1.0556507,0.9403632
702,0.9480595,0.8736183
703,0.84553856,0.7967236
704,0.7251923,0.7103626
705,0.60784364,0.64015126
706,0.44447538,0.5578852
707,0.3600218,0.46970463
708,0.23471007,0.36262852
709,0.116033204,0.27467963
710,-0.02082735,0.17557058
711,-0.14884152,0.075481705
712,-0.28414032,-0.021168783
713,-0.4045605,-0.13456893
714,-0.5344823,-0.2268578
715,-0.6664569,-0.324408
716,-0.7840742,-0.4275841
717,-0.9125382,-0.53032964
718,-1.0337037,-0.62739855
719,-1.1595901,-0.722304
720,-1.2690243,-0.82773876
721,-1.3847382,-0.9234557
722,-1.4880601,-1.0073109
723,-1.5857337,-1.0942638
724,-1.6863356,-1.1726607
725,-1.7740464,-1.2499965
726,-1.8480817,-1.3113291
727,-1.9074953,-1.3763701
728,-1.9541916,-1.4545211
729,-1.9721859,-1.4833583
730,-1.9707857,-1.4918321
731,-1.946292,-1.489299
732,-1.8764677,-1.4739217
733,-1.7732947,-1.4524125
734,-1.634396,-1.3527441
735,-1.4544235,-1.263598
736,-1.2396635,-1.1384063
737,-0.99893403,-0.9809569
738,-0.72420293,-0.81209385
739,-0.44414094,-0.62439567
740,-0.17095105,-0.43289503
741,0.09505374,-0.23753302
742,0.3449399,-0.054544825
743,0.57965714,0.12880827
744,0.7927403,0.28982532
745,0.9672977,0.45180902
746,1.1342404,0.59944534
747,1.2865335,0.71060604
748,1.3984237,0.8303552
749,1.4990131,0.91447586
750,1.5771745,0.9954178
751,1.6426085,1.0790176
752,1.6863766,1.1346962
753,1.7156389,1.1689959
754,1.7396907,1.2231752
755,1.729397,1.2349901
756,1.7273102,1.2505974
757,1.7049836,1.2636006
758,1.6695788,1.2557039
759,1.6268985,1.2450168
760,1.5744871,1.2125068
761,1.5049303,1.1819923
762,1.4301041,1.1432552
763,1.3476114,1.0932974
764,1.2636093,1.0427275
765,1.1638016,0.97930235
766,1.0666742,0.9217485
767,0.95079654,0.83375144
768,0.8127323,0.76575947
769,0.7208586,0.68957514
770,0.59839624,0.5854478
771,0.47079504,0.52557635
772,0.3449264,0.43494803
773,0.21296144,0.33369514
774,0.087744944,0.24738586
775,-0.056453705,0.14146256
776,-0.17096798,0.04653801
777,-0.30244198,-0.053867895
778,-0.4460613,-0.16211416
779,-0.57038325,-0.25775704
780,-0.6957925,-0.35717762
781,-0.8720614,-0.4602723
782,-0.9575699,-0.5524269
783,-1.083623,-0.6564044
784,-1.1950276,-0.759628
785,-1.315316,-0.85886186
786,-1.4335432,-0.93274605
787,-1.5360868,-1.0310096
788,-1.6445156,-1.1071805
789,-1.7348354,-1.1916238
790,-1.8166758,-1.2584138
791,-1.8946252,-1.3210315
792,-1.9560927,-1.3727616
793,-1.9916356,-1.4256598
794,-2.009083,-1.4582205
795,-1.993997,-1.4659582
796,-1.9555823,-1.4685109
797,-1.8927461,-1.4526889
798,-1.7739944,-1.3956378
799,-1.618755,-1.3159829
800,-1.4554929,-1.2237573
801,-1.2029972,-1.0811647
802,-0.9741976,-0.9434598
803,-0.70675844,-0.76522803
804,-0.39926678,-0.5703039
805,-0.11922818,-0.38904428
806,0.14705929,-0.1915525
807,0.40269622,0.0049320054
808,0.62498313,0.18508352
809,0.8248985,0.3445512
810,1.0173094,0.49372452
811,1.178959,0.6184673
812,1.3126944,0.747089
813,1.4315255,0.84646803
814,1.5274628,0.94278204
815,1.6027349,1.0254911
816,1.6633209,1.0727247
817,1.7149708,1.142415
818,1.74233,1.1908027
819,1.7604882,1.2163992
820,1.7680168,1.2418444
821,1.751097,1.2572285
822,1.7370433,1.2593839
823,1.6760935,1.2507735
824,1.6551642,1.2370676
825,1.5949572,1.2060457
826,1.5208515,1.1627978
827,1.4468687,1.138385
828,1.3656604,1.0839492
829,1.271758,1.0339584
830,0.5305473,0.5640693
831,0.39708385,0.4819489
832,0.27812088,0.3841045
833,0.15948741,0.29705018
834,0.02955283,0.20107514
835,-0.1151445,0.10815581
836,-0.2475763,0.01605514
837,-0.36807254,-0.08684771
838,-0.5081634,-0.19141833
839,-0.6363915,-0.29428223
840,-0.767102,-0.38563043
841,-0.89985573,-0.47966254
842,-1.0363446,-0.58231205
843,-1.1542912,-0.6780339
844,-1.2939837,-0.7660225
845,-1.3888829,-0.8569909
846,-1.508945,-0.9472692
847,-1.6123648,-1.0335584
848,-1.7046398,-1.1184419
849,-1.7946359,-1.1962539
850,-1.8771386,-1.2833713
851,-1.9596276,-1.3271619
852,-1.9937166,-1.379144
853,-2.0326922,-1.4146264
854,-2.057089,-1.4427177
855,-2.0146189,-1.4549416
856,-1.9576641,-1.4480728
857,-1.8639936,-1.4221778
858,-1.7268815,-1.3608072
859,-1.5499243,-1.2682679
860,-1.340917,-1.1533209
861,-1.0908674,-1.016905
862,-0.81899536,-0.85020816
863,-0.5507823,-0.6803683
864,-0.25426778,-0.49574837
865,0.017345844,-0.30141413
866,0.27637887,-0.11247734
867,0.51588553,0.077438675
868,0.7355442,0.2483733
869,0.9192702,0.387282
870,1.0827875,0.53442943
871,1.2390604,0.67075485
872,1.3602188,0.7808865
873,1.4597534,0.8650443
874,1.5609988,0.96971637
875,1.625458,1.041199
876,1.6755571,1.1071875
877,1.7187876,1.152699
878,1.7406212,1.1923672
879,1.7418915,1.2203165
880,1.7443355,1.2328554
881,1.7238256,1.2419363
882,1.6776626,1.2439866
883,1.6492844,1.2312261
884,1.6059215,1.2166429
885,1.504681,1.1873112
886,1.4486237,1.1458055
887,1.3880599,1.0723883
888,1.2864757,1.0504054
889,1.194973,0.9913355
890,1.1019127,0.93631893
891,0.99330807,0.86504537
892,0.8759201,0.7908836
893,0.75791836,0.7148246
894,0.63651735,0.63241625
895,0.5094874,0.5495611
896,0.38342682,0.46494356
897,0.26162744,0.37036267
898,0.120951034,0.2514674
899,-0.025823394,0.17618296
900,-0.14522257,0.07265766
901,-0.2772787,-0.015250148
902,-0.4138691,-0.12395172
903,-0.5483113,-0.23135474
904,-0.6765765,-0.31091225
905,-0.80757713,-0.4087032
906,-0.93842447,-0.5084063
907,-1.0640146,-0.60317504
908,-1.1996342,-0.714642
909,-1.307712,-0.79473454
910,-1.4260464,-0.8797038
911,-1.5356462,-0.97363806
912,-1.6396271,-1.0580413
913,-1.7360307,-1.1325599
914,-1.8208641,-1.2124776
915,-1.9011468,-1.2837274
916,-1.965766,-1.345308
917,-2.0099137,-1.3860351
918,-2.0323873,-1.4191167
919,-2.0333352,-1.4421705
920,-2.0051205,-1.4427195
921,-1.9312587,-1.4274278
922,-1.8143208,-1.3900231
923,-1.664614,-1.3208885
924,-1.4788285,-1.2225465
925,-1.2559372,-1.1025392
926,-1.0168071,-0.96859837
927,-0.7319401,-0.83002555
928,-0.45133516,-0.6332008
929,-0.17647779,-0.42040056
930,0.090548076,-0.23976012
931,0.34248543,-0.06888407
932,0.5772288,0.12746003
933,0.7761335,0.2875712
934,0.97167677,0.44190085
935,1.1279722,0.5757086
936,1.2708795,0.69780064
937,1.3934536,0.8138332
938,1.5016719,0.91366315
939,1.5834478,0.9921275
940,1.6187836,1.0597113
941,1.6983203,1.1188401
942,1.7312734,1.160468
943,1.7446325,1.2016543
944,1.7515513,1.2269763
945,1.7228999,1.2335757
946,1.7181673,1.2340498
947,1.6923171,1.2416286
948,1.6488067,1.2121702
