,delta_phi,effect
0,0.0,0.0
1,0.0001697216564735,-6.602033479357561e-06
2,0.000339443312947,-1.0114197898844139e-05
3,0.0005091649694205,-1.2991334520225368e-05
4,0.000678886625894,-1.5229574265685507e-05
5,0.0008486082823675,-1.6836908885857512e-05
6,0.0010183299388411,-2.0245454727174735e-05
7,0.0011880515953146,-2.0590429682379007e-05
8,0.0013577732517881,-1.786217413988545e-05
9,0.0015274949082616,-1.6939353007799185e-05
10,0.0016972165647351,-1.7800707606361227e-05
11,0.0018669382212086,-1.3189542061926761e-05
12,0.0020366598776822,-1.0387983603965157e-05
13,0.0022063815341557,-6.962044300504635e-06
14,0.0023761031906292,-2.8976109187748086e-06
15,0.0025458248471027,1.7778429595700583e-06
16,0.0027155465035762,4.690495250826712e-06
17,0.0028852681600497,1.3027533720210603e-05
18,0.0030549898167702,1.9580039456882124e-05
19,0.0032247114729968,2.6759730213028792e-05
20,0.0033944331297173,3.457022004968532e-05
21,0.0035641547859438,4.0599588420471746e-05
22,0.0037338764426643,5.202709793070825e-05
23,0.0039035980991378,5.930513158425753e-05
24,0.0040733197556113,7.196602728682828e-05
25,0.0042430414120848,8.285825641660351e-05
26,0.0044127630685584,9.435991237980025e-05
27,0.0045824847250319,0.00010410550133614037
28,0.0047522063815054,0.0001192148860305333
29,0.0049219280379789,0.0001301983424586956
30,0.0050916496944524,0.00014650944140977043
31,0.0052613713509259,0.00015872073616554662
32,0.0054310930073995,0.00017391440488906862
33,0.005600814663873,0.00018970156003042643
34,0.0057705363203465,0.00020844918339217778
35,0.00594025797682,0.00022544709945508372
36,0.0061099796332935,0.00024071195050178788
37,0.006279701289767,0.00025893376548270276
38,0.0064494229462406,0.0002800875313650421
39,0.0066191446027141,0.0002971680128863526
40,0.0067888662591876,0.00031950298280605566
41,0.0069585879156611,0.00033780856211523526
42,0.0071283095721346,0.00035903798362218233
43,0.0072980312288551,0.00038316409781771434
44,0.0074677528850817,0.0004055757083127267
